agent,aggregated,anneal_steps,batch_normalization,batch_size,date,decay_freq,discount,double,dueling,env,episodes,err_clip,exploration,exploration_anneal_steps,exploration_min,exploration_q_clip,exploration_start,exploration_temp,exploration_temp_min,filename,final_reward,hidden_activation,hidden_dropout,history_len,idealization,init_mean,init_method,init_std,input_dropout,layer_sizes,loss,lr,lr_decay,lr_init,lr_min,max_reward,memory_size,min_mem_size,multi_steps,n_epochs,n_eps,normalize,optimizer,out_activation,policy,prioritize_replay,priority_exp,priority_shift,q_clip,seed,solve_episode,streams_size,tail_avg,tail_std,target_update_freq,time,weights_init
dqnp,-175.654493466174,,False,478,2018-05-12 14:24:00,81.0,0.698383737115335,False,False,lander,,,,243,0.4663461223099908,,0.9985924054694344,2.0,,(1) DQNP on LunarLander @ 12.05 14.24 [8777671333149-49195940017863094809],-100.15415164447508,relu,0,2,0.3455607270430478,,,,0.0,[192],mse,,0.4069226545664235,0.00296604648999388,1e-05,-36.29307509445642,112833,1000,,4,90,False,adamax,softmax,eps-greedy,,,,"[-2562, 2562]",1,,-1,-197.9042801166383,85.73853122578387,18,1512.5817847251892,lecun_normal
dqnp,-281.2672347282516,,True,1000,2018-05-12 23:56:00,50.0,0.9986399971946599,False,False,lander,,,,87,0.5,,0.5973534748317915,-1.0,,(0) DQNP on LunarLander @ 12.05 23.56 [-9223363275605485024-50110906969235741561],-109.01629053163118,sigmoid,0,2,0.24367813435834332,,,,0.0,"[32, 64]",mse,,0.8935368299639682,0.09585866611029115,1e-05,-109.01629053163118,156135,1000,,4,39,False,adam,linear,eps-greedy,,,,"[-3218, 3218]",0,,-1,-321.1792433590284,131.2872957607248,47,1511.591717004776,lecun_uniform
dqnp,-317.85486148237953,,False,478,2018-05-13 12:09:00,90.0,0.8623401370263899,False,False,lander,,,,81,0.3073638013452185,,0.9083407180805407,-1.0,,(0) DQNP on LunarLander @ 13.05 12.09 [-9223363280971363808-24213430908177551775],-409.2779736787387,sigmoid,0,2,0.9009102575408994,,,,0.0,"[256, 192]",mae,,0.660599389122658,0.06221231122691303,1e-05,-45.99641826984047,96869,1000,,2,138,False,adam,linear,eps-greedy,,,,"[-34, 34]",0,,-1,-313.3256206626965,168.69308106562303,16,1507.9451212882996,random_normal
dqnp,32.20432328151955,,False,32,2018-05-08 21:53:00,200.0,0.99,False,False,lander,,,,150,0.1,"[-1000, 1000]",1.0,2.0,0.2,DQNP on LunarLander @ 08.05 21.53 [-9223363280292723838],-27.83675776184111,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,250.28753984116196,50000,1000,1.0,1,400,False,adam,linear,eps-greedy,False,0.01,0.1,"[-10000, 10000]",2,,0,31.724094722742493,124.41988080377351,25,2314.8410425186157,lecun_uniform
dqn,-555.6057034930515,,False,32,2018-04-27 10:35:00,200.0,0.99,False,False,lander,400.0,,,150,0.01,,1.0,-1.0,,dqn on lander @ 27.04 10.35-1,-456.40035021552865,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,0.005,0.1,0.005,1e-05,-52.698118914039746,50000,1000,,1,400,False,adam,softmax,eps-greedy,,,,"[-10000, 10000]",1,,-1,-621.8652618635394,154.7689267166366,0,271.117712020874,lecun_uniform
dqnp,94.94139966052526,,False,32,2018-05-10 23:43:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 10.05 23.43 [-9223363248406859341],171.245348131808,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,254.12110816005193,50000,1000,1.0,1,355,False,adam,linear,eps-greedy,True,0.1,0.01,"[-10000, 10000]",4,,-1,78.63495052957347,151.33726272431232,25,2003.9359149932861,lecun_uniform
qlp,185.09308518208744,300.0,False,32,2018-05-08 13:39:00,1000.0,0.9031645487529167,False,False,pole,,,,150,0.001,,0.8833806940330441,-1.0,,QLP on CartPole @ 08.05 13.39 [-9223372036560413061],200.0,sigmoid,0,2,0.0,0.0,,0.1,0.0,"(384, 192)",mse,,0.06663561039950824,0.9566111523121722,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,185.41,39.644148179125814,0,8.411974906921387,lecun_uniform
dqnp,17.373504560963408,,False,32,2018-05-11 09:40:00,200.0,0.99,False,False,lander,,10.0,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 09.40 [8767743217093],-58.924977031412105,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,240.78987677707767,100000,1000,1.0,1,400,False,adam,linear,eps-greedy,True,0.6,0.01,"[-10000, 10000]",4,,-1,26.854322010277134,180.07478069740398,25,2207.4573283195496,lecun_uniform
dqnp,-227.41096671050346,,False,336,2018-05-12 22:13:00,172.0,0.6968187616874917,False,False,lander,,,,238,0.2894340317006008,,0.8426570237560942,1.0,,(0) DQNP on LunarLander @ 12.05 22.13 [-9223363275605702740-48224271255691904642],-471.0602723184235,sigmoid,0,2,0.4445997469927248,,,,0.0,"[128, 64]",mse,,0.4069863492031502,0.00813766275943573,1e-05,-65.60686720185723,136851,1000,,3,114,False,adam,softmax,eps-greedy,,,,"[-6303, 6303]",0,,-1,-187.577017989547,95.08475650393979,0,1509.2973697185516,lecun_normal
dqnp,-158.8233838466454,,False,153,2018-05-12 23:00:00,167.0,0.5,False,False,lander,,,,153,0.48613398640066513,,0.5186169745176848,1.0,,(0) DQNP on LunarLander @ 12.05 23.00 [-9223363275605485024-88107554799872241208],-214.85947780842514,sigmoid,0,2,0.5499710017274065,,,,0.0,[128],mae,,0.95,0.1,1e-05,34.01728125944795,200000,1000,,1,337,False,adam,linear,eps-greedy,,,,"[-2933, 2933]",0,,-1,-162.2496302114792,83.08967642717052,0,1503.5471172332764,random_uniform
dqnp,-148.1586930420979,,False,249,2018-05-12 23:00:00,144.0,0.5000032857612178,False,False,lander,,,,264,0.4814449158307697,,0.5184578449376579,1.0,,(0) DQNP on LunarLander @ 12.05 23.00 [-9223363275605485024-70048465482619648554],-157.51206031146998,sigmoid,0,2,0.8472493612599179,,,,0.0,[128],mae,,0.9499976719912571,0.09663647149812495,1e-05,54.208306725972996,198313,1000,,1,246,True,adam,linear,eps-greedy,,,,"[-1687, 1687]",0,,-1,-161.76777242635748,86.26885348206609,0,1502.8213455677032,random_uniform
qlp,97.6599345095666,1300.0,False,32,2018-05-08 13:34:00,1000.0,1.0,False,False,pole,,,,150,0.17705308382520896,,0.6138553595480601,-1.0,,QLP on CartPole @ 08.05 13.34 [-9223372036561884293],87.0,sigmoid,0,2,0.7514304178585336,0.0,,0.1,0.0,"(384, 192)",mse,,0.7880918985039138,1.0,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,93.46,54.850654904334036,0,3.4752328395843506,lecun_uniform
dqnp,-112.74867608844056,,False,32,2018-05-10 21:02:00,200.0,0.99,True,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 10.05 21.02 [-9223363272414987425],-51.39423437133331,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,175.2158884283483,5000,1000,1.0,1,400,False,adam,linear,eps-greedy,True,0.6,0.01,"[-10000, 10000]",12,,-1,-150.67197426234583,95.5714907881603,50,1388.4141266345978,lecun_uniform
dqnp,-182.06989940733362,,False,465,2018-05-13 12:09:00,144.0,0.6302416452416734,False,False,lander,,,,142,0.47849100965647745,,0.7197897914950739,-1.0,,(0) DQNP on LunarLander @ 13.05 12.09 [-9223363280971359677-12477888072546592423],-122.9206901312287,sigmoid,0,2,0.9732382555690408,,,,0.0,"[192, 384]",mse,,0.7187320084173593,0.015354255035296603,1e-05,-54.04175018506167,106301,1000,,3,73,False,adam,linear,eps-greedy,,,,"[-3007, 3007]",0,,0,-197.56131421811793,100.5663520555468,46,1504.1657083034515,glorot_normal
qlp,188.31382044054303,300.0,False,32,2018-05-08 13:37:00,1000.0,0.7815909359312762,False,False,pole,,,,150,0.06991688019094769,,1.0,-1.0,,QLP on CartPole @ 08.05 13.37 [-9223372036562726652],200.0,sigmoid,0,2,0.018140799519937825,0.0,,0.1,0.0,"(384, 192)",mse,,0.2274346879783011,0.5644244808305542,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,188.33,29.336795594569892,0,8.310970067977905,lecun_uniform
dqnp,-19.392849649583482,,False,32,2018-05-11 19:00:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 19.00 [-9223363258662513443],-47.96487275005517,sigmoid,0,2,0.5,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,216.5978583731684,50000,1000,,1,312,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",10,,-1,-32.547340062595616,94.47399527445336,0,2410.9643483161926,lecun_uniform
dqnp,-292.621028636701,,False,252,2018-05-13 12:43:00,117.0,0.6879665080038516,False,False,lander,,,,269,0.4462856615922796,,0.7039131375220838,1.0,,(0) DQNP on LunarLander @ 13.05 12.43 [-9223363280892731623-6218029670321714455],-502.64599078037566,sigmoid,0,2,0.5232659067653027,,,,0.0,"[192, 192, 192]",mse,,0.2853579380782118,0.03941861285739501,1e-05,-75.91341452896052,145520,1000,,5,91,False,adam,linear,eps-greedy,,,,"[-6408, 6408]",0,,-1,-263.02646162549865,123.62942347624609,23,1500.2480483055115,he_normal
dqnp,40.651880830255195,,False,32,2018-05-11 20:14:00,200.0,0.99,False,False,lander,,,,150,0.01,,0.75,-1.0,,(9) DQNP on LunarLander @ 11.05 20.14 [-9223363284491752942-36040352940718439180],150.63542313039454,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,240.52953686459512,50000,1000,,1,189,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",9,,-1,14.690870912985028,170.1453951050227,0,2004.343428850174,lecun_uniform
dqnp,-177.4904607336879,,False,273,2018-05-12 23:00:00,155.0,0.5180624358625534,False,False,lander,,,,250,0.44642772661209845,,0.5439339194116253,1.0,,(0) DQNP on LunarLander @ 12.05 23.00 [8761249290816-15320975360212676130],-244.4498378859523,sigmoid,0,2,0.835367043990629,,,,0.0,[128],mae,,0.8809708634411194,0.0867181124668559,1e-05,22.583101672087665,185937,1000,,1,219,True,adam,linear,eps-greedy,,,,"[-1863, 1863]",0,,-1,-176.29175939603903,108.62475670974571,0,1504.7191052436829,random_uniform
dqnp,162.2008065195534,,False,32,2018-05-11 18:15:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 18.15 [8767156826779],202.01194767828102,sigmoid,0,2,1.0,,lecun_uniform,,0.0,[256],mse,,0.1,0.005,1e-05,261.9964298659713,50000,1000,,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",4,,-1,152.14779593635038,84.11475571048666,0,2167.8905000686646,lecun_uniform
qlp,163.13114429707028,300.0,False,32,2018-05-08 13:38:00,1000.0,0.79621091422468,False,False,pole,,,,150,0.19850896553337047,,1.0,-1.0,,QLP on CartPole @ 08.05 13.38 [294744040],128.0,sigmoid,0,2,0.07728196543373717,0.0,,0.1,0.0,"(384, 192)",mse,,0.24791184566449515,0.5292747535720601,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,170.74,41.238557029297056,0,8.01437783241272,lecun_uniform
dqnp,-153.72259945310935,,True,106,2018-05-12 04:38:00,20.0,0.6604986206867488,False,False,lander,,,,67,0.4393476429477451,,0.8745849185763623,1.0,,(0) DQNP on LunarLander @ 12.05 04.38 [8732826636373-40546681865658020721],-95.08491572448837,relu,0,2,0.9689617652602739,,,,0.0,[384],mse,,0.546634633219933,0.00510614712567689,1e-05,100.65162700673108,156915,1000,,5,163,False,adam,softmax,eps-greedy,,,,"[-8649, 8649]",0,,-1,-183.64057863791663,117.9459081667173,0,1807.8529443740845,random_uniform
dqnp,-194.19580101076485,,False,385,2018-05-12 22:13:00,159.0,0.7216856067119846,False,False,lander,,,,241,0.21467580077861587,,0.8162860476705748,1.0,,(0) DQNP on LunarLander @ 12.05 22.13 [8761249069951-61135978223515412705],-214.17791409001128,sigmoid,0,2,0.4003307591291742,,,,0.0,"[128, 64]",mse,,0.471786228051592,0.017196536559346432,1e-05,-14.76848596177139,124828,1000,,3,97,False,adam,softmax,eps-greedy,,,,"[-5280, 5280]",0,,-1,-200.32581726232598,103.47902354341507,0,1509.7871811389923,lecun_normal
dqnp,-53.757302379200326,,False,32,2018-05-10 23:43:00,200.0,0.99,True,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 10.05 23.43 [8788493370418],123.54384965132287,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,196.99728112624337,50000,1000,1.0,1,260,False,adam,linear,eps-greedy,True,0.6,0.01,"[-10000, 10000]",10,,-1,-108.74600184415456,104.29106556407164,10,2008.7116034030914,lecun_uniform
dqnp,-212.23139423616377,,False,679,2018-05-12 04:07:00,140.0,0.5581009548061973,False,False,lander,,,,273,0.19865303943625784,,0.8780533469325206,1.0,,(0) DQNP on LunarLander @ 12.05 04.07 [-9223363304028131033-71576069033460382541],-201.68902283724782,sigmoid,0,2,0.9785709284207172,,,,0.0,"[256, 256]",mse,,0.6620500125170712,0.060688845301761905,1e-05,24.3299718689222,61158,1000,,2,140,False,adam,linear,eps-greedy,,,,"[-3835, 3835]",0,,-1,-230.68770136212527,113.95261975874864,0,1809.269639968872,glorot_uniform
dqnp,-101.52237463207514,,False,338,2018-05-13 00:06:00,267.0,0.897645037735624,False,False,lander,,,,145,0.45439352307902514,,0.5009163836982321,-1.0,,(7) DQNP on LunarLander @ 13.05 00.06 [8744882012680-65127741107766550225],56.91499808454696,sigmoid,0,2,0.5976147021011919,,,,0.0,[192],mae,,0.31772640160043564,0.001054592086499655,1e-05,56.91499808454696,75209,1000,,1,109,False,adam,linear,eps-greedy,,,,"[-1122, 1122]",7,,-1,-139.79683945285788,109.03494563568456,68,1539.375764131546,he_normal
qlp,166.2636748834881,300.0,False,32,2018-05-08 13:27:00,1000.0,0.859375,False,False,pole,,,,150,0.10671875,,0.525,-1.0,,QLP on CartPole @ 08.05 13.27 [273811236],186.0,sigmoid,0,2,0.59375,0.0,,0.1,0.0,"(384, 192)",mse,,0.078125,0.21953125,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,163.06,39.31325116511883,0,8.08472204208374,lecun_uniform
dqnp,41.8041668194438,,False,32,2018-05-11 20:14:00,200.0,0.99,False,False,lander,,,,25,0.01,,1.0,-1.0,,(16) DQNP on LunarLander @ 11.05 20.14 [8752363020527-68925628140527427328],-268.3108232591013,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,247.08696985935623,50000,1000,,1,169,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",16,,-1,96.28151825613504,148.6904536972791,0,2000.2595009803772,lecun_uniform
qlp,162.64438702597792,300.0,False,32,2018-05-08 13:38:00,1000.0,0.8161386274104795,False,False,pole,,,,150,0.2,,0.8547270816767957,-1.0,,QLP on CartPole @ 08.05 13.38 [-9223372036560563831],109.0,sigmoid,0,2,0.0498993420693437,0.0,,0.1,0.0,"(384, 192)",mse,,0.27063861074829965,0.5602498151807334,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,173.55,38.681129740220854,0,7.778759002685547,lecun_uniform
dqnp,-93.97872334996421,,False,141,2018-05-12 10:19:00,243.0,0.6471585437862621,False,False,lander,,,,266,0.4534182432108228,,0.5833823812496707,1.0,,(0) DQNP on LunarLander @ 12.05 10.19 [-9223363304191987824-88147747159971515807],-135.89029406129816,sigmoid,0,3,0.5671193129699854,,,,0.0,[32],mse,,0.5736018560225553,0.0038976672997834447,1e-05,20.71907005318764,19679,1000,,1,616,True,nadam,linear,max-boltzmann,,,,"[-1299, 1299]",0,,-1,-92.428661997,63.45589748338255,0,1802.7530715465546,lecun_uniform
qlp,163.3428279509985,300.0,False,32,2018-05-08 13:39:00,1000.0,0.637051460041964,False,False,pole,,,,150,0.2,,0.2,-1.0,,QLP on CartPole @ 08.05 13.39 [279555171],200.0,sigmoid,0,2,0.0,0.0,,0.1,0.0,"(384, 192)",mse,,0.21685718065434773,0.45957976170123693,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,158.01,51.64672049001502,0,7.763926029205322,lecun_uniform
dqnp,135.03288052489114,,False,32,2018-05-11 09:43:00,200.0,0.99,False,False,lander,,10.0,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 09.43 [8767743217135],87.61682836328026,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,254.0256788188554,100000,1000,1.0,1,329,False,adam,linear,eps-greedy,True,0.1,0.01,"[-10000, 10000]",2,,-1,143.38510029801745,110.51036834999546,25,2402.1124188899994,lecun_uniform
dqnp,159.8773558010734,,False,32,2018-05-09 14:57:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 09.05 14.57 [-9223363277685438755],178.1918071646877,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,0.0001,273.242662278546,50000,1000,1.0,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",1,,-1,156.6999421718211,117.0063813035017,0,1832.0423080921173,lecun_uniform
qlp,187.23365189881596,300.0,False,32,2018-05-08 13:38:00,1000.0,0.855528773236327,False,False,pole,,,,150,0.09392468917469787,,1.0,-1.0,,QLP on CartPole @ 08.05 13.38 [-9223372036580953123],200.0,sigmoid,0,2,0.0920085544672234,0.0,,0.1,0.0,"(384, 192)",mse,,0.2608428847530123,0.5591080305227452,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,186.84,28.963481011840276,0,8.568702936172485,lecun_uniform
qlp,58.2035380267087,1300.0,False,32,2018-05-08 13:27:00,50.0,0.12812500000000002,False,False,pole,,,,150,0.19378125000000002,,0.625,-1.0,,QLP on CartPole @ 08.05 13.27 [-9223372036560035310],23.0,sigmoid,0,2,0.71875,0.0,,0.1,0.0,"(384, 192)",mse,,0.24687499999999996,0.90634375,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,50.51,31.28961973291307,0,3.160630941390991,lecun_uniform
qlp,140.36461879716222,1300.0,False,32,2018-05-08 13:27:00,1000.0,0.296875,False,False,pole,,,,150,0.04453125,,0.875,-1.0,,QLP on CartPole @ 08.05 13.27 [-9223372036560034097],158.0,sigmoid,0,2,0.34375,0.0,,0.1,0.0,"(384, 192)",mse,,0.41562499999999997,0.09465625,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,135.26,47.80381202837745,0,4.841401100158691,lecun_uniform
dqn,-46.49703055802506,,False,32,2018-05-06 10:17:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,dqn on lander @ 06.05 10.17-1,-231.4273729927594,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,0.005,0.1,0.005,1e-05,251.8051893522601,5000,1000,,1,400,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",1,,-1,-27.491448554881966,163.44857128175693,0,1713.637184381485,lecun_uniform
dqnp,-218.27589487034948,,False,128,2018-05-13 14:40:00,167.0,0.9177786958966173,False,False,lander,,,,172,0.21671263240886512,,0.9190507063607448,-1.0,,(0) DQNP on LunarLander @ 13.05 14.40 [-9223363249003695209-25729092745055403099],-37.734234231817325,sigmoid,0,2,0.38889848859103576,,,,0.0,[512],mse,,0.2313779156072821,0.0170811342687938,1e-05,20.175467467473773,5000,1000,,2,218,False,adam,linear,eps-greedy,,,,"[-10, 10]",0,,-1,-266.12219678470285,150.41658893797114,0,1505.6451234817505,random_uniform
dqnp,-222.86073510778752,,False,166,2018-05-13 14:15:00,281.0,0.5179257405150085,False,False,lander,,,,168,0.2864810234703296,,0.8191938114759465,-1.0,,(0) DQNP on LunarLander @ 13.05 14.15 [-9223363280971359726-6546075165329177232],-119.58527331093012,sigmoid,0,2,0.714354749217098,,,,0.0,"[384, 256]",mse,,0.3792416956007639,0.0015362639096432942,1e-05,-12.619661656482606,116384,1000,,5,76,True,adam,softmax,eps-greedy,,,,"[-5299, 5299]",0,,-1,-254.5681006191038,127.3490248117189,18,1502.6761441230774,glorot_normal
dqnp,-134.62661892007372,,False,97,2018-05-12 20:24:00,97.0,0.9818313802505148,False,False,lander,,,,291,0.4222886085419277,,0.7964223091125092,-1.0,,(0) DQNP on LunarLander @ 12.05 20.24 [8761251726505-87381332017607191680],48.69886805091383,sigmoid,0,2,0.89177300078208,,,,0.0,"[384, 192]",logcosh,,0.6313047017599905,0.007035737028722149,1e-05,48.69886805091383,127144,1000,,1,264,False,adamax,softmax,eps-greedy,,,,"[-3338, 3338]",0,,-1,-182.74101874765617,97.45571872060066,39,1503.8805041313171,glorot_uniform
qlp,140.80610025512883,1300.0,False,32,2018-05-08 13:41:00,1000.0,1.0,False,False,pole,,,,150,0.2,,0.2,-1.0,,QLP on CartPole @ 08.05 13.41 [294171340],111.0,sigmoid,0,2,0.4388612020407976,0.0,,0.1,0.0,"(384, 192)",mse,,0.05,1.0,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,144.94,45.48899744871158,0,5.5686211585998535,lecun_uniform
qlp,163.14970634056579,300.0,False,32,2018-05-08 13:37:00,1000.0,0.8725847548917536,False,False,pole,,,,150,0.2,,1.0,-1.0,,QLP on CartPole @ 08.05 13.37 [-9223372036580962174],200.0,sigmoid,0,2,0.008122613170652977,0.0,,0.1,0.0,"(384, 192)",mse,,0.05,0.6023692615540484,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,156.46,41.952936594342106,0,7.496838092803955,lecun_uniform
dqnp,48.47436248436588,,False,32,2018-05-11 20:14:00,200.0,0.99,False,False,lander,,,,150,0.01,,0.9,-1.0,,(24) DQNP on LunarLander @ 11.05 20.14 [8752363021660-28715573786816419096],172.92225525726963,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,250.4321235139641,50000,1000,,1,209,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",24,,-1,22.235250441038858,191.83625986400122,0,2002.0933108329773,lecun_uniform
dqnp,-141.09404276792768,,False,97,2018-05-12 14:23:00,97.0,0.9818313802505148,False,False,lander,,,,291,0.4222886085419277,,0.7964223091125092,-1.0,,(0) DQNP on LunarLander @ 12.05 14.23 [-9223363290435502683-40439709015252809096],-92.84279715139904,sigmoid,0,2,0.89177300078208,,,,0.0,"[384, 192]",logcosh,,0.6313047017599905,0.007035737028722149,1e-05,63.47617530477173,127144,1000,,1,259,False,adamax,softmax,eps-greedy,,,,"[-3338, 3338]",0,,-1,-166.72975877443375,84.67921644869715,39,1503.6830909252167,glorot_uniform
dqnp,-227.6532421373816,,False,405,2018-05-12 22:13:00,206.0,0.763844129835985,False,False,lander,,,,269,0.2947544765773398,,0.8918142175642255,1.0,,(0) DQNP on LunarLander @ 12.05 22.13 [-9223363275681983470-90090506603217009116],-294.1553814921013,sigmoid,0,2,0.11631600546071169,,,,0.0,[64],mse,,0.14481907421237647,0.007550266753035993,1e-05,-27.155311047021907,179996,1000,,3,118,False,adam,softmax,eps-greedy,,,,"[-6599, 6599]",0,,-1,-225.5989173329851,116.15215809125365,0,1510.7683672904968,lecun_normal
dqnp,54.90811501349502,,False,32,2018-05-09 16:08:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 09.05 16.08 [8777122203761],214.5686996603431,sigmoid,0,2,1.0,,,,0.0,"[192, 192]",mse,,0.1,0.005,1e-05,243.4447283463515,50000,1000,1.0,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",17,,-1,19.423589018204936,161.89354533845298,0,3225.235018968582,lecun_uniform
dqnp,-285.24273847768745,,True,944,2018-05-12 23:56:00,61.0,0.9980526369504973,False,False,lander,,,,92,0.49477501319842,,0.6212872942777724,-1.0,,(0) DQNP on LunarLander @ 12.05 23.56 [8761172788751-46555307434216457201],-148.65228008185366,sigmoid,0,2,0.2989333049178984,,,,0.0,"[32, 64]",mse,,0.8402496271076874,0.08109510778981625,1e-05,-54.75357284141518,148869,1000,,4,43,False,adam,linear,eps-greedy,,,,"[-3680, 3680]",0,,-1,-320.0131087039865,174.59707653278,44,1513.3238265514374,lecun_uniform
dqnp,-65.35504142699887,,False,368,2018-05-12 04:39:00,188.0,0.8759364848849239,False,False,lander,,,,136,0.20954534305597902,,0.7850333302080473,1.0,,(1) DQNP on LunarLander @ 12.05 04.39 [8766301297430-68975643492682367370],25.746609818072802,sigmoid,0,2,0.42690982567922664,,,,0.0,[128],mae,,0.695652441132029,0.003797694323882763,1e-05,118.39705871543694,34667,1000,,2,116,False,adam,linear,max-boltzmann,,,,"[-1617, 1617]",1,,-1,-99.32027028584487,65.66536056869825,0,1828.823267698288,he_uniform
dqnp,-165.55748075980787,,False,32,2018-05-11 19:10:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 19.10 [8764968862696],-371.2282422841594,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,142.42097592057794,50000,1000,,1,356,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",3,,-1,-152.61335131947976,96.55328519631954,0,2404.0654904842377,lecun_uniform
dqnp,-144.88454756502162,,False,32,2018-05-11 19:04:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 19.04 [8764968863794],-298.5383188873242,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,262.4331327468029,50000,1000,,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",12,,-1,-146.53897448447424,164.4288214324764,0,2033.914358139038,lecun_uniform
dqn,-353.7484786661244,,False,32,2018-04-27 10:35:00,200.0,0.99,False,False,lander,400.0,,,150,0.01,,1.0,-1.0,,dqn on lander @ 27.04 10.35-0,-240.64113172942595,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,0.005,0.1,0.005,1e-05,-36.67786401575401,50000,1000,,1,400,False,adam,softmax,eps-greedy,,,,"[-10000, 10000]",0,,-1,-386.22677816457383,243.14438881704712,0,269.2314522266388,lecun_uniform
dqnp,56.32523246042325,,False,32,2018-05-10 23:43:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 10.05 23.43 [8788493369096],121.05120169170736,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,236.5518953561647,50000,1000,1.0,1,325,False,adam,linear,eps-greedy,True,0.4,0.01,"[-10000, 10000]",5,,-1,40.20288858753793,156.39803769602767,25,2003.4579071998596,lecun_uniform
