agent,aggregated,anneal_steps,batch_normalization,batch_size,date,decay_freq,discount,double,dueling,env,episodes,err_clip,exploration,exploration_anneal_steps,exploration_min,exploration_q_clip,exploration_start,exploration_temp,exploration_temp_min,filename,final_reward,hidden_activation,hidden_dropout,history_len,idealization,init_mean,init_method,init_std,input_dropout,layer_sizes,loss,lr,lr_decay,lr_init,lr_min,max_reward,memory_size,min_mem_size,multi_steps,n_epochs,n_eps,normalize,optimizer,out_activation,policy,prioritize_replay,priority_exp,priority_shift,q_clip,seed,solve_episode,streams_size,tail_avg,tail_std,target_update_freq,time,weights_init
dqnp,-168.21455516118363,,False,854,2018-05-12 09:49:00,251.0,0.60483788868307,False,False,lander,,,,215,0.2620528435009579,,0.8482592294302469,1.0,,(0) DQNP on LunarLander @ 12.05 09.49 [8732663031630-30639311137332169664],-213.2929816171548,relu,0,2,0.5312209649438159,,,,0.0,"[256, 128]",mse,,0.1459369062372901,0.0028671452330188874,1e-05,27.787357800251673,90398,1000,,1,127,True,adam,linear,eps-greedy,,,,"[-7239, 7239]",0,,-1,-175.37216980695072,74.70216343422534,0,1805.3153500556946,random_uniform
qlp,184.47886202895518,500.0,False,32,2018-05-08 09:45:00,500.0,0.9,False,False,pole,,,,150,0.05,,1.0,-1.0,,qlp on pole @ 08.05 09.45-0,200.0,sigmoid,0,2,0.75,,,,0.0,"(384, 192)",mse,,0.4,0.25,0.0001,200.0,50000,1000,,1,2000,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",0,,-1,182.54,24.261379710448157,0,11.210268020629883,lecun_uniform
dqnp,-287.7230246521588,,True,986,2018-05-12 23:56:00,56.0,0.997052866591914,False,False,lander,,,,92,0.5,,0.6077147330151775,-1.0,,(0) DQNP on LunarLander @ 12.05 23.56 [-9223363275605790327-79328247249783680506],-260.2580221188109,sigmoid,0,2,0.2573896860482597,,,,0.0,"[32, 64]",mse,,0.8598395939347356,0.08826582689197615,1e-05,-65.00392446059973,154845,1000,,4,38,False,adam,linear,eps-greedy,,,,"[-3352, 3352]",0,,-1,-302.4261813684445,153.64292861943883,48,1522.971585035324,lecun_uniform
dqnp,-348.54849965735923,,False,540,2018-05-12 13:51:00,103.0,0.7555636539420386,False,False,lander,,,,142,0.17353127395387022,,0.6891977905404938,1.0,,(0) DQNP on LunarLander @ 12.05 13.51 [-9223363304206440374-18940417352345865466],-588.3377085532745,sigmoid,0,2,0.6267351915612182,,,,0.75,"[256, 256]",mae,,0.20276482088446818,0.06894728316514481,1e-05,-25.300658693223923,73345,1000,,2,145,False,adam,linear,eps-greedy,,,,"[-7633, 7633]",0,,-1,-322.18812745121164,161.2668191663686,0,1805.024754524231,glorot_normal
dqnp,-74.08851176220053,,False,32,2018-05-10 21:12:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 10.05 21.12 [-9223363272414990823],-193.8485531322181,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,234.60815072581397,5000,1000,1.0,1,369,False,adam,linear,eps-greedy,True,1.0,0.01,"[-10000, 10000]",7,,-1,-72.27285193878885,142.67404910857582,25,2002.4330899715424,lecun_uniform
dqnp,118.68688307364692,,False,32,2018-05-11 18:32:00,100.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 18.32 [-9223363248705792077],164.53506464293164,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.2,0.005,1e-05,237.10612404189789,50000,1000,,1,265,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",9,,-1,109.4443941856016,117.87284666183812,0,1801.0022959709167,lecun_uniform
dqnp,-378.1611600232774,,True,1000,2018-05-12 23:56:00,10.0,1.0,False,False,lander,,,,40,0.5,,0.5,-1.0,,(0) DQNP on LunarLander @ 12.05 23.56 [-9223363275605485024-39740717708676920428],-455.1825848046405,sigmoid,0,2,0.0,,,,0.0,[128],mse,,0.95,0.1,1e-05,-49.83818824848157,200000,1000,,5,32,True,adam,softmax,eps-greedy,,,,"[-1, 1]",0,,-1,-385.65584913797926,156.58066624248727,100,1507.8686218261719,lecun_uniform
qlp,142.21516749340572,1300.0,False,32,2018-05-08 13:42:00,1000.0,0.5501118850404761,False,False,pole,,,,150,0.2,,0.6129192192344106,-1.0,,QLP on CartPole @ 08.05 13.42 [294873334],118.0,sigmoid,0,2,0.0,0.0,,0.1,0.0,"(384, 192)",mse,,0.05,1.0,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,145.21,43.92332506594286,0,4.940791845321655,lecun_uniform
qlp,88.92674405663513,300.0,False,32,2018-05-08 13:27:00,50.0,0.690625,False,False,pole,,,,150,0.13159375,,0.825,-1.0,,QLP on CartPole @ 08.05 13.27 [-9223372036560047279],43.0,sigmoid,0,2,0.84375,0.0,,0.1,0.0,"(384, 192)",mse,,0.134375,0.40684375,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,89.08,43.33255943364882,0,4.93457293510437,lecun_uniform
qlp,143.86207732063426,1300.0,False,32,2018-05-08 13:26:00,50.0,0.521875,False,False,pole,,,,150,0.00721875,,0.925,-1.0,,QLP on CartPole @ 08.05 13.26 [-9223372036559974989],172.0,sigmoid,0,2,0.96875,0.0,,0.1,0.0,"(384, 192)",mse,,0.865625,0.28196875,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,136.68,44.47922679365747,0,4.4544219970703125,lecun_uniform
dqnp,-123.8661143274181,,False,246,2018-05-12 23:00:00,160.0,0.5,False,False,lander,,,,297,0.5,,0.5,1.0,,(0) DQNP on LunarLander @ 12.05 23.00 [8761172792349-26334040419018793643],-44.631844887479346,sigmoid,0,2,0.8976867591920246,,,,0.0,[128],mae,,0.9327267901182039,0.07610620632067576,1e-05,53.20720372466215,200000,1000,,1,243,True,adam,linear,eps-greedy,,,,"[-1173, 1173]",0,,-1,-150.77658646762214,94.09618116045812,0,1504.258101940155,random_uniform
dqn,-148.35900325208263,,False,32,2018-05-06 22:35:00,200.0,0.99,False,False,lander,,,0.25,150,0.01,,1.0,-1.0,,dqn on lander @ 06.05 22.35-0,-450.67801886788567,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,0.005,0.1,0.005,1e-05,205.63095354540397,5000,1000,,1,400,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",0,,-1,-118.6237419459836,123.52589316952496,0,1439.161957025528,lecun_uniform
qlp,173.87581737734672,300.0,False,32,2018-05-08 13:37:00,1000.0,0.7306184939629068,False,False,pole,,,,150,0.2,,1.0,-1.0,,QLP on CartPole @ 08.05 13.37 [273813575],158.0,sigmoid,0,2,0.2266872955723228,0.0,,0.1,0.0,"(384, 192)",mse,,0.05,0.6711279125406027,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,178.59,37.66682622653252,0,7.480032682418823,lecun_uniform
dqnp,-44.47747186273061,,False,128,2018-05-11 17:15:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 17.15 [-9223363282768976033],-237.75942412212703,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,240.9206429044261,50000,1000,,1,181,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",3,,-1,-25.62715865854453,136.85253540945772,0,1817.101529598236,lecun_uniform
dqnp,-241.92442368056615,,False,827,2018-05-13 00:06:00,47.0,0.641354247272785,False,False,lander,,,,146,0.3750185324377892,,0.6039535269243574,1.0,,(7) DQNP on LunarLander @ 13.05 00.06 [-9223363291972763090-91314684493636415015],-283.07069647602503,tanh,0,3,0.7133679699203596,,,,0.5,[128],logcosh,,0.14089622559873205,0.030739687559027097,1e-05,19.554506302435573,190926,1000,,2,47,False,adam,linear,eps-greedy,,,,"[-431, 431]",7,,-1,-250.95306456539882,132.0447141535684,99,1519.5889582633972,random_normal
qlp,175.1864264952451,300.0,False,32,2018-05-08 13:34:00,1000.0,0.8478525553177744,False,False,pole,,,,150,0.2,,0.8314810346073477,-1.0,,QLP on CartPole @ 08.05 13.34 [-9223372036559971212],200.0,sigmoid,0,2,0.36385213267089916,0.0,,0.1,0.0,"(384, 192)",mse,,0.3309675847874912,0.4036556163817774,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,172.13,39.11073504754923,0,7.706403017044067,lecun_uniform
dqnp,178.593060358291,,False,32,2018-05-11 18:08:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 18.08 [8767042686384],214.79542988831452,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[256, 192]",mse,,0.1,0.005,1e-05,261.3188641716836,50000,1000,,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",47,400.0,-1,170.88973867184296,79.25444546006723,0,1745.4204671382904,lecun_uniform
dqnp,-334.7501176542049,,False,641,2018-05-12 12:50:00,292.0,0.5373257790959056,False,False,lander,,,,139,0.3068868713205884,,0.5130170277698914,1.0,,(0) DQNP on LunarLander @ 12.05 12.50 [-9223363304206192682-19272142681138967956],-569.9844645328951,sigmoid,0,2,0.9764556619999428,,,,0.0,"[256, 256, 256]",mae,,0.3222752819285177,0.01880354395596112,1e-05,-62.47871273936391,106850,1000,,1,188,True,adam,linear,eps-greedy,,,,"[-3091, 3091]",0,,-1,-299.8633566564785,181.07059207975374,0,1813.7718439102173,random_uniform
dqnp,-198.81368155748407,,False,32,2018-05-11 19:08:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 19.08 [-9223363271885926435],-415.4438931696503,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,230.03840007775085,50000,1000,,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",4,,-1,-191.54933925440852,158.3893314900523,0,2286.974757671356,lecun_uniform
dqnp,-92.98047900270649,,False,58,2018-05-12 06:41:00,78.0,0.7719486176371955,False,False,lander,,,,288,0.15749180393480589,,0.9750216551091907,1.0,,(1) DQNP on LunarLander @ 12.05 06.41 [8766162941711-35063438593619843819],-114.03834109937976,sigmoid,0,2,0.8151000557680222,,,,0.0,"[64, 32]",mse,,0.8274216151514675,0.0031434054380227983,1e-05,209.82174023196418,141477,1000,,1,350,True,adam,linear,eps-greedy,,,,"[-6975, 6975]",1,,-1,-111.86558615941149,129.5771224143732,0,1803.7766411304474,lecun_uniform
dqnp,-160.65549741733093,,False,32,2018-05-11 19:06:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 19.06 [-9223363271885907624],-320.3072034711492,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,236.77537817658254,50000,1000,,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",14,,-1,-159.1462627952443,169.2725761788359,0,2164.067529439926,lecun_uniform
dqnp,-267.64574146327715,,False,97,2018-05-12 20:24:00,97.0,0.9818313802505148,False,False,lander,,,,291,0.4222886085419277,,0.7964223091125092,-1.0,,(0) DQNP on LunarLander @ 12.05 20.24 [8761251728511-58995362572923786803],-338.81712013637144,sigmoid,0,2,0.89177300078208,,,,0.0,"[384, 192]",logcosh,,0.6313047017599905,0.007035737028722149,1e-05,45.060827142586994,127144,1000,,1,294,False,adamax,softmax,eps-greedy,,,,"[-3338, 3338]",0,,-1,-278.4782035310181,124.70603508816586,39,1503.5139496326447,glorot_uniform
dqnp,-143.3847479798025,,False,32,2018-05-13 14:40:00,126.0,0.9387449450685921,False,False,lander,,,,66,0.2167610081846932,,0.9855085769149968,-1.0,,(0) DQNP on LunarLander @ 13.05 14.40 [-9223363249003695258-38922053447934530396],-163.35506587610402,sigmoid,0,2,0.38730887642194,,,,0.0,"[256, 512]",mse,,0.15344192945111892,0.00190118897830933,1e-05,101.77852505924031,5000,1000,,2,147,False,adam,linear,eps-greedy,,,,"[-1000, 1000]",0,,-1,-162.77364560580568,69.79106399956656,0,1513.3140680789948,random_uniform
qlp,178.23335456574029,300.0,False,32,2018-05-08 13:37:00,1000.0,0.7755963711429478,False,False,pole,,,,150,0.13156070356985358,,0.9383794675673739,-1.0,,QLP on CartPole @ 08.05 13.37 [-9223372036561892692],186.0,sigmoid,0,2,0.02310623442687116,0.0,,0.1,0.0,"(384, 192)",mse,,0.2369447631287247,0.553306028319123,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,178.44,34.966454342597125,0,7.8992919921875,lecun_uniform
dqnp,151.17619976249063,,False,32,2018-05-11 18:32:00,100.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 18.32 [8788148987491],226.86908857873382,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.8,0.005,1e-05,250.94504106619758,50000,1000,,1,301,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",15,,-1,140.80621433408493,135.53328381502888,0,1803.3474628925323,lecun_uniform
dqnp,-150.20236456950317,,False,713,2018-05-12 08:48:00,253.0,0.8745123894462077,False,False,lander,,,,284,0.23905176653378646,,0.7545144727344981,1.0,,(0) DQNP on LunarLander @ 12.05 08.48 [-9223363304191481968-27741881832136236026],-96.7140797377812,sigmoid,0,3,0.8756634843309776,,,,0.0,"[512, 512]",mse,,0.8991360094988741,0.002237574403781181,1e-05,-18.823206177853294,23724,1000,,1,131,False,adagrad,linear,max-boltzmann,,,,"[-4366, 4366]",0,,-1,-166.77226338812062,87.33734449960201,0,1801.3340027332306,glorot_uniform
qlp,153.51563086748845,1300.0,False,32,2018-05-08 13:33:00,1000.0,0.6641775722487109,False,False,pole,,,,150,0.2,,0.40878926190026627,-1.0,,QLP on CartPole @ 08.05 13.33 [292785528],135.0,sigmoid,0,2,0.5056469699715543,0.0,,0.1,0.0,"(384, 192)",mse,,0.7238376815491003,0.48798770416661097,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,157.98,52.193691325115275,0,6.347967147827148,lecun_uniform
dqnp,27.17801837314576,,False,32,2018-05-11 18:34:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 18.34 [8767042686461],81.57716339481469,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[512, 512, 512]",mse,,0.1,0.005,1e-05,245.53005925014182,50000,1000,,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",31,,-1,8.503625630729376,159.89281284137658,0,3326.747134208679,lecun_uniform
dqnp,-176.8231892023627,,False,478,2018-05-12 14:24:00,81.0,0.698383737115335,False,False,lander,,,,243,0.4663461223099908,,0.9985924054694344,2.0,,(1) DQNP on LunarLander @ 12.05 14.24 [8777671361228-82119939477929442256],-162.73586328333388,relu,0,2,0.3455607270430478,,,,0.0,[192],mse,,0.4069226545664235,0.00296604648999388,1e-05,-21.317939926439806,112833,1000,,4,91,False,adamax,softmax,eps-greedy,,,,"[-2562, 2562]",1,,-1,-189.55256103756923,81.16594939041701,18,1509.3211932182312,lecun_normal
dqn,188.18085235064143,,False,32,2018-04-27 11:45:00,200.0,0.99,False,False,lander,400.0,,,150,0.01,,1.0,-1.0,,dqn on lander @ 27.04 11.45-1,207.14274741395587,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,5e-05,0.1,0.005,1e-05,261.2628227081289,50000,1000,,1,400,True,adam,linear,eps-greedy,,,,"[-10000, 10000]",1,,-1,186.5245517418229,89.10255838632006,0,1236.0243830680847,lecun_uniform
dqnp,-179.20817296071468,,False,32,2018-05-10 23:32:00,200.0,0.99,True,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 10.05 23.32 [-9223363248361405338],-303.65089000657883,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,216.23075474258388,50000,1000,1.0,1,400,False,adam,linear,eps-greedy,True,0.6,0.01,"[-10000, 10000]",13,,-1,-190.86713402997898,121.33264411501999,100,1354.6066582202911,lecun_uniform
dqnp,-113.4805694552659,,False,32,2018-05-11 19:10:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 19.10 [8764902457085],-52.777789320023594,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,-11.683975399873063,50000,1000,,1,247,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",0,,-1,-129.8618006124693,69.99153057923081,0,2407.793523311615,lecun_uniform
dqnp,-439.5090499442564,,False,442,2018-05-12 20:25:00,82.0,0.7096861052082442,False,False,lander,,,,251,0.16016714066092824,,0.6136695399132326,0.5,,(7) DQNP on LunarLander @ 12.05 20.25 [-9223363276845950120-37100474514869358710],-504.2106868316481,sigmoid,0,2,0.08674342983999196,,,,0.0,[384],logcosh,,0.5346462833693904,0.09036058293737213,1e-05,-34.452489088391104,46732,1000,,5,108,False,rmsprop,softmax,eps-greedy,,,,"[-9354, 9354]",7,,-1,-461.96276576897844,139.60123683936206,68,1511.8123614788055,he_uniform
dqnp,-253.56426434160053,,False,919,2018-05-13 13:26:00,239.0,0.5024563523768072,False,False,lander,,,,48,0.462799920406,,0.8419047250403364,0.5,,(8) DQNP on LunarLander @ 13.05 13.26 [8766945198768-70737835825904415346],-418.17104886654,hard_sigmoid,0,2,0.8626597313771371,,,,0.0,"[512, 384]",mse,,0.45844103905917577,0.08125031293185928,1e-05,-16.772301813272293,110819,1000,,4,32,False,adam,linear,eps-greedy,,,,"[-7393, 7393]",8,,-1,-236.40310675829897,118.59046761568064,26,1505.5016927719116,he_normal
dqnp,-126.34243349316225,,False,207,2018-05-13 13:26:00,291.0,0.7336986745816763,False,False,lander,,,,299,0.2653745584099489,,0.7019746491248384,-1.0,,(8) DQNP on LunarLander @ 13.05 13.26 [-9223363269909577072-6268728120593675225],-97.6224236590584,hard_sigmoid,0,2,0.725699971211147,,,,0.0,"[32, 32]",mse,,0.31079565121993985,0.004488890501020153,1e-05,27.97698880173603,139968,1000,,1,222,False,adam,linear,eps-greedy,,,,"[-4395, 4395]",8,,-1,-140.4726189834146,91.42304586916121,26,1502.5666046142578,lecun_uniform
dqnp,65.16162237901632,,False,32,2018-05-06 22:40:00,200.0,0.99,False,False,lander,,,,150,0.05,"[-1000, 1000]",1.0,2.0,0.2,dqnp on lander @ 06.05 22.40-0,155.30231501865944,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,,0.993,0.005,0.0005,248.16160960600945,50000,1000,1.0,1,400,False,adam,linear,eps-greedy,False,0.01,0.1,"[-10000, 10000]",0,,0,43.93493353075769,159.0108598245182,25,2427.2614018917084,lecun_uniform
dqnp,-459.52349493160386,,False,442,2018-05-12 22:40:00,82.0,0.7096861052082442,False,False,lander,,,,251,0.16016714066092824,,0.6136695399132326,0.5,,(7) DQNP on LunarLander @ 12.05 22.40 [-9223363291804954638-74038032461142917511],-637.8731494575043,sigmoid,0,2,0.08674342983999196,,,,0.0,[384],logcosh,,0.5346462833693904,0.09036058293737213,1e-05,-34.452489088391104,46732,1000,,5,116,False,rmsprop,softmax,eps-greedy,,,,"[-9354, 9354]",7,,-1,-462.01043179140527,138.8944976058515,68,1512.3425061702728,he_uniform
qlp,179.11646760180327,300.0,False,32,2018-05-08 13:42:00,1000.0,0.46644908745103936,False,False,pole,,,,150,0.2,,1.0,-1.0,,QLP on CartPole @ 08.05 13.42 [-9223372036560043597],200.0,sigmoid,0,2,0.0,0.0,,0.1,0.0,"(384, 192)",mse,,0.05,0.4033143445778751,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,177.41,39.410323981967416,0,7.2899169921875,lecun_uniform
dqnp,-90.15903212710292,,False,32,2018-05-09 15:53:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 09.05 15.53 [-9223363259732574965],-235.15021116707808,sigmoid,0,3,1.0,,,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,221.82019849184607,50000,1000,1.0,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",11,,-1,-85.1757305539989,131.86722385726642,0,2333.997622013092,lecun_uniform
dqnp,213.96385381417468,,False,32,2018-05-11 18:44:00,200.0,0.99,False,False,lander,,,,150,0.01,,1.0,-1.0,,DQNP on LunarLander @ 11.05 18.44 [8778192260949],247.24079338387867,sigmoid,0,2,0.9,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,261.68153724054014,50000,1000,,1,400,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",3,400.0,-1,207.99190306067186,52.84346212965032,0,1458.9696395397186,lecun_uniform
dqnp,-304.27633963620525,,True,664,2018-05-13 12:09:00,156.0,0.7046416128198771,False,False,lander,,,,100,0.04021011313489541,,0.5049368067296256,-1.0,,(0) DQNP on LunarLander @ 13.05 12.09 [8755874270612-54484020168507117380],-316.4113759313905,tanh,0,2,0.20293528633633,,,,0.75,"[64, 32]",mse,,0.4905454475533361,0.022264393880592315,1e-05,15.790514928326385,183060,1000,,4,38,True,adam,linear,eps-greedy,,,,"[-9141, 9141]",0,,-1,-321.9272530184482,169.48244975493213,7,1500.2214097976685,he_normal
dqnp,-584.6862839224268,,False,83,2018-05-12 03:38:00,113.0,0.9406709148170056,False,False,lander,,,,219,0.06403112763739928,,0.8189182420298382,1.0,,(1) DQNP on LunarLander @ 12.05 03.38 [8766833912724-61374943029567537898],-806.3797711147519,sigmoid,0,2,0.7527883531756044,,,,0.5,[32],mae,,0.7369097474436098,0.005103618201125057,1e-05,188.06588016712615,143263,1000,,4,341,True,adam,softmax,eps-greedy,,,,"[-4707, 4707]",1,,-1,-588.2187687949628,413.7182967570449,0,1801.9178750514984,lecun_uniform
qlp,155.2205195921128,1300.0,False,32,2018-05-08 13:31:00,1000.0,0.657067005033161,False,False,pole,,,,150,0.18722782460783308,,0.4044771274687728,-1.0,,QLP on CartPole @ 08.05 13.31 [-9223372036561844613],190.0,sigmoid,0,2,0.5868705208264928,0.0,,0.1,0.0,"(384, 192)",mse,,0.6354640035317176,0.4713508067649646,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,150.21,59.36980407887192,0,7.049098014831543,lecun_uniform
dqnp,-249.33166174468647,,True,505,2018-05-13 13:25:00,215.0,0.9795935510928557,False,False,lander,,,,251,0.010652260222628614,,0.9557475346178858,-1.0,,(0) DQNP on LunarLander @ 13.05 13.25 [8755874278625-89129968779175057874],-210.3275389267847,relu,0,2,0.7165489606033649,,,,0.0,"[512, 512]",mse,,0.42580033242978726,0.00671917898460864,1e-05,-81.58647790746329,51550,1000,,5,29,False,adam,linear,eps-greedy,,,,"[-249, 249]",0,,-1,-263.0822847334366,123.1216956484496,80,1588.49884724617,lecun_uniform
dqnp,-105.4016908112048,,False,233,2018-05-12 22:13:00,140.0,0.992236910642125,False,False,lander,,,,250,0.4818970939048687,,0.7666905767113787,-1.0,,(0) DQNP on LunarLander @ 12.05 22.13 [8761172792482-82822369794634030362],-62.51573033486454,sigmoid,0,2,0.8694138991536928,,,,0.0,"[64, 32]",mse,,0.2573251021077096,0.002995808584050237,1e-05,-34.34701536207926,32520,1000,,3,157,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",0,,0,-117.18597185654687,47.001508323570434,0,1505.4258699417114,lecun_uniform
dqnp,-7.3325618646431465,,False,32,2018-05-11 20:14:00,200.0,0.99,False,False,lander,,,,200,0.01,,0.5,-1.0,,(29) DQNP on LunarLander @ 11.05 20.14 [-9223363284491754573-35898894212666388170],-32.525405050132974,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,222.17156188979047,50000,1000,,1,168,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",29,,-1,-14.189654530715018,140.28666398065982,0,2000.0962648391724,lecun_uniform
qlp,148.6009744728753,1300.0,False,32,2018-05-08 13:34:00,1000.0,1.0,False,False,pole,,,,150,0.052564201249096644,,0.3969064879875446,-1.0,,QLP on CartPole @ 08.05 13.34 [-9223372036582283951],144.0,sigmoid,0,2,0.7537292938900894,0.0,,0.1,0.0,"(384, 192)",mse,,0.7226609285927743,0.7650269548387504,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,149.68,52.59025527124725,0,5.654430150985718,lecun_uniform
qlp,169.71303782333774,300.0,False,32,2018-05-08 13:35:00,1000.0,0.4479840294894671,False,False,pole,,,,150,0.037168627931756446,,0.717387012690522,-1.0,,QLP on CartPole @ 08.05 13.35 [273811418],200.0,sigmoid,0,2,0.2692859836132404,0.0,,0.1,0.0,"(384, 192)",mse,,0.5270375956497916,0.3593707488979724,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,164.64,37.669621766622555,0,7.040956020355225,lecun_uniform
dqn,-82.94431533977176,,False,32,2018-05-06 22:35:00,200.0,0.99,False,False,lander,,,0.25,150,0.01,,1.0,-1.0,,dqn on lander @ 06.05 22.35-1,-64.92922862916275,sigmoid,0,2,1.0,,,,0.0,"[384, 192]",mse,0.005,0.1,0.005,1e-05,216.09128946568725,5000,1000,,1,400,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",1,,-1,-109.1433300225068,129.5656247508597,0,1654.2483713626862,lecun_uniform
dqnp,32.34954471297132,,False,32,2018-05-11 20:14:00,200.0,0.99,False,False,lander,,,,100,0.1,,1.0,-1.0,,(5) DQNP on LunarLander @ 11.05 20.14 [-9223363284537221909-62421471298682494459],173.38883207354434,sigmoid,0,2,1.0,,lecun_uniform,,0.0,"[384, 192]",mse,,0.1,0.005,1e-05,256.4059801495342,50000,1000,,1,182,False,adam,linear,eps-greedy,,,,"[-10000, 10000]",5,,-1,-4.995150779146627,155.53015028653772,0,2010.9392743110657,lecun_uniform
qlp,160.99918423514356,300.0,False,32,2018-05-08 13:35:00,1000.0,0.548144961727482,False,False,pole,,,,150,0.2,,0.9577026607385637,-1.0,,QLP on CartPole @ 08.05 13.35 [292780359],195.0,sigmoid,0,2,0.3210958800404515,0.0,,0.1,0.0,"(384, 192)",mse,,0.4906829770994845,0.4380713708035627,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,155.63,49.7331576485645,0,6.846740245819092,lecun_uniform
qlp,136.5689438406795,1300.0,False,32,2018-05-08 13:32:00,1000.0,0.7282387212149853,False,False,pole,,,,150,0.1946193713944264,,0.4624124956946767,-1.0,,QLP on CartPole @ 08.05 13.32 [292785612],70.0,sigmoid,0,2,0.6285087939145421,0.0,,0.1,0.0,"(384, 192)",mse,,0.6385118588780057,0.49320865282743787,0.0001,200.0,50000,1000,,1,1499,False,adam,linear,eps-greedy,,,,"(-10000, 10000)",24,,-1,148.56,53.510561593205146,0,7.591829061508179,lecun_uniform
